developer,sentiment_analysis
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,1
Obsidian Entertainment,1
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Hothead Games,0
Klei Entertainment,1
Teotl Studios,1
Teotl Studios,1
Aspyr Studios,0
Aspyr Studios,1
Aspyr Studios,2
Aspyr Studios,1
Aspyr Studios,0
Aspyr Studios,0
Aspyr Studios,2
Aspyr Studios,1
Firemint,2
Gaijin Games,2
Centauri Production,0
Altar Games,1
Treyarch,0
Treyarch,2
Treyarch,0
Treyarch,2
Treyarch,1
Treyarch,2
Treyarch,2
Treyarch,1
Treyarch,1
Treyarch,2
Treyarch,1
Treyarch,1
Treyarch,2
Treyarch,2
Treyarch,1
Treyarch,1
Treyarch,1
Treyarch,2
Treyarch,0
Treyarch,2
Treyarch,1
Treyarch,1
Treyarch,2
Treyarch,1
Treyarch,1
Treyarch,2
Treyarch,1
Treyarch,1
Treyarch,0
Treyarch,2
Treyarch,2
Treyarch,2
Treyarch,2
Treyarch,1
Treyarch,2
Treyarch,1
Oddworld Inhabitants,1
Oddworld Inhabitants,2
Oddworld Inhabitants,2
Oddworld Inhabitants,0
Oddworld Inhabitants,2
Telltale Games,1
Telltale Games,2
Telltale Games,1
Telltale Games,2
Telltale Games,2
Telltale Games,0
Telltale Games,1
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,2
Rockstar Games,1
Rockstar Games,0
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,0
Rockstar Games,0
Rockstar Games,2
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,2
Rockstar Games,2
Rockstar Games,2
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,2
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,0
Rockstar Games,2
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,2
Rockstar Games,2
Rockstar Games,2
Rockstar Games,2
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,1
Rockstar Games,2
Rockstar Games,1
Extend Studio,1
Extend Studio,2
Bluegiant Interactive,1
Bluegiant Interactive,1
Visceral Games,2
Visceral Games,0
Visceral Games,1
Visceral Games,1
Visceral Games,2
Uber Entertainment,0
Uber Entertainment,2
Uber Entertainment,1
Sega,2
The Sims Studio,2
The Sims Studio,2
The Sims Studio,1
The Sims Studio,2
The Sims Studio,2
The Sims Studio,0
The Sims Studio,2
The Sims Studio,2
The Sims Studio,1
The Sims Studio,2
The Sims Studio,2
The Sims Studio,1
The Sims Studio,1
The Sims Studio,2
The Sims Studio,2
The Sims Studio,1
The Sims Studio,1
The Sims Studio,2
The Sims Studio,2
The Sims Studio,1
The Sims Studio,2
The Sims Studio,0
The Sims Studio,2
The Sims Studio,1
The Sims Studio,0
Trinoteam,0
Cyan Worlds,1
Reality Pump Studios,0
Reality Pump Studios,1
Reality Pump Studios,1
Reality Pump Studios,2
Reality Pump Studios,2
Stainless Games,2
Gaijin Games,2
Gaijin Games,2
Gaijin Games,2
Gaijin Games,0
Gaijin Games,1
Gaijin Games,1
Gaijin Games,1
Gaijin Games,1
Gaijin Games,1
Gaijin Games,1
Gaijin Games,2
Gaijin Games,2
Gaijin Games,2
Gaijin Games,0
Gaijin Games,2
Gaijin Games,0
Gaijin Games,1
Gaijin Games,1
Gaijin Games,0
Gaijin Games,2
"Kaos Studios,Digital Extremes",0
"Kaos Studios,Digital Extremes",2
"Kaos Studios,Digital Extremes",2
"Kaos Studios,Digital Extremes",1
"Kaos Studios,Digital Extremes",2
"Kaos Studios,Digital Extremes",2
"Kaos Studios,Digital Extremes",2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,0
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Trion Worlds,1
Trion Worlds,2
Trion Worlds,2
Trion Worlds,2
Stout Games,0
Stout Games,1
Stout Games,2
Stout Games,2
Stout Games,2
Stout Games,2
Stout Games,2
Black Lion Studios,0
11 Bit Studios,0
11 Bit Studios,1
Martin Ivanov,0
Martin Ivanov,2
Martin Ivanov,2
800 North And Digital Ranch,0
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,2
800 North And Digital Ranch,0
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,0
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,2
800 North And Digital Ranch,0
800 North And Digital Ranch,1
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,2
800 North And Digital Ranch,1
800 North And Digital Ranch,0
800 North And Digital Ranch,2
800 North And Digital Ranch,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,0
Valve,1
Valve,2
Valve,2
Valve,2
Valve,0
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,0
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,0
Valve,2
Valve,1
Valve,2
Valve,0
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,0
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
Valve,0
Valve,2
Valve,2
Valve,1
Valve,1
Valve,0
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,0
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,0
Valve,2
Valve,0
Valve,2
Valve,1
Valve,0
Valve,1
Valve,0
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,1
Valve,0
Valve,2
Valve,0
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,0
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
Valve,1
Valve,1
Valve,0
Valve,1
Valve,2
Valve,0
Valve,2
Valve,1
Valve,2
Valve,1
Valve,0
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,0
Valve,2
Valve,2
Valve,1
Valve,0
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,0
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,0
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,0
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,0
Valve,1
Valve,0
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,0
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,0
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,0
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,2
Valve,0
Valve,2
Valve,0
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,0
Valve,1
Valve,2
Valve,1
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,1
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,1
Valve,2
Valve,1
Valve,2
Valve,2
Valve,1
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,2
Valve,1
Coffee Stain Studios,1
Coffee Stain Studios,2
Coffee Stain Studios,2
Coffee Stain Studios,2
Coffee Stain Studios,2
Coffee Stain Studios,1
Coffee Stain Studios,2
Coffee Stain Studios,1
Coffee Stain Studios,1
1C:Inoco,1
1C:Inoco,2
Mode 7,2
Mode 7,2
Mode 7,2
Mode 7,2
Mode 7,2
Mode 7,2
Mode 7,2
Mode 7,0
Mode 7,1
Mode 7,2
Mode 7,0
Inxile Entertainment,2
Fatshark,2
Obsidian Entertainment,2
Obsidian Entertainment,2
Gearbox Software,0
Gearbox Software,2
Gearbox Software,0
Gearbox Software,0
Gearbox Software,1
Gearbox Software,0
Gearbox Software,2
Gearbox Software,2
Gearbox Software,2
Gearbox Software,1
Gearbox Software,2
Red Duck Inc.,0
Red Duck Inc.,0
Red Duck Inc.,1
Red Duck Inc.,1
Red Duck Inc.,2
Red Duck Inc.,1
Red Duck Inc.,0
Red Duck Inc.,1
Red Duck Inc.,2
Red Duck Inc.,1
Cryptic Studios,1
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,1
Peter Brinson And Kurosh Valanejad,2
Stainless Games Ltd,2
Stainless Games Ltd,2
Murudai,1
Murudai,2
Murudai,2
Murudai,2
Murudai,2
Murudai,2
Day 1 Studios,0
Day 1 Studios,2
Day 1 Studios,0
Day 1 Studios,2
Day 1 Studios,2
Day 1 Studios,0
Day 1 Studios,2
Day 1 Studios,2
Day 1 Studios,2
Day 1 Studios,0
Bedlam Games,0
Telltale Games,1
Telltale Games,1
Secret Base,0
Obsidian Entertainment,1
Obsidian Entertainment,1
Yeaboing,0
Bohemia Interactive,2
Bohemia Interactive,1
Bohemia Interactive,0
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,1
Bohemia Interactive,0
Bohemia Interactive,1
Bohemia Interactive,1
Bohemia Interactive,2
Bohemia Interactive,1
Bohemia Interactive,1
Bohemia Interactive,2
Bohemia Interactive,1
Haemimont Games,1
Haemimont Games,2
Haemimont Games,2
Haemimont Games,1
Haemimont Games,1
Haemimont Games,2
Haemimont Games,2
Haemimont Games,1
Haemimont Games,1
Haemimont Games,1
Haemimont Games,1
Haemimont Games,1
Haemimont Games,1
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,1
Haemimont Games,1
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,0
Haemimont Games,1
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Two Tribes,2
Two Tribes,2
Two Tribes,2
Two Tribes,1
Minmax Games Ltd.,2
Minmax Games Ltd.,2
Minmax Games Ltd.,2
Minmax Games Ltd.,1
Minmax Games Ltd.,2
Minmax Games Ltd.,1
Obsidian Entertainment,1
Three Rings,2
Three Rings,2
Three Rings,1
Three Rings,0
Relic,2
Relic,2
Relic,2
Relic,2
Relic,1
Relic,1
Relic,2
Relic,0
Relic,1
Relic,2
Relic,2
Relic,1
1C Company,0
Flying Wild Hog,1
Flying Wild Hog,1
Flying Wild Hog,2
Flying Wild Hog,1
Flying Wild Hog,2
Flying Wild Hog,2
Flying Wild Hog,1
Flying Wild Hog,2
Flying Wild Hog,1
Ace Team,0
Ace Team,1
Ace Team,1
Ace Team,1
Ace Team,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,0
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,0
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,1
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,1
Paradox Development Studio,2
Ngd Studios,1
Gas Powered Games,1
Gas Powered Games,2
Gas Powered Games,1
Gas Powered Games,2
Gas Powered Games,1
Gas Powered Games,2
Gas Powered Games,1
Gas Powered Games,1
Gas Powered Games,1
Gas Powered Games,1
Gas Powered Games,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,0
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,2
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
Edmund Mcmillen And Florian Himsl,1
